City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,antalaha,-14.9003,50.2788,297.14,85,89,2.22,MG,1678238045
367,ixtapa,20.7,-105.2,296.61,73,0,4.12,MX,1678238046
368,tual,-5.6667,132.75,301.14,79,100,6.71,ID,1678238047
369,verkhnevilyuysk,63.4453,120.3167,249.84,91,99,3.28,RU,1678238047
370,port lincoln,-34.7333,135.8667,290.7,63,96,7.8,AU,1678238048
371,khorinsk,52.1657,109.7726,267.3,87,69,3.4,RU,1678238049
372,ambon,-3.6954,128.1814,303.23,74,40,1.54,ID,1678238049
373,kismayo,-0.3582,42.5454,298.26,87,22,6.11,SO,1678238050
374,san jose,37.3394,-121.895,285.64,55,0,5.14,US,1678238050
375,ornskoldsvik,63.2909,18.7153,264.68,100,100,4.12,SE,1678238051
376,acari,-15.4311,-74.6158,297.86,82,100,1.71,PE,1678238051
377,sisimiut,66.9395,-53.6735,268.36,69,35,3.06,GL,1678238052
378,amahai,-3.3333,128.9167,302.68,62,55,0.88,ID,1678238052
379,charters towers,-20.1,146.2667,301.94,62,100,6.55,AU,1678238053
380,belousovka,50.1339,82.5239,280.38,70,75,8.0,KZ,1678238053
381,saskylakh,71.9167,114.0833,246.69,95,99,3.45,RU,1678238054
382,aklavik,68.2191,-135.0107,254.38,88,16,8.61,CA,1678238054
383,bosobolo,4.1833,19.9,298.78,61,87,1.33,CD,1678238054
384,chipata,-13.6333,32.65,290.71,98,73,2.18,ZM,1678238055
385,pangkalanbuun,-2.6833,111.6167,300.06,79,20,0.86,ID,1678238056
386,yarada,17.65,83.2667,295.33,100,92,1.03,IN,1678238056
387,jega,12.2175,4.3792,303.71,25,93,1.86,NG,1678238057
388,debica,50.0515,21.4114,278.18,80,100,4.46,PL,1678238057
389,ortakoy,38.7373,34.0387,273.29,64,100,1.39,TR,1678238058
390,paita,-5.0892,-81.1144,297.7,87,100,3.92,PE,1678238058
391,mount isa,-20.7333,139.5,293.02,100,100,9.77,AU,1678238059
392,pflugerville,30.4394,-97.62,298.53,77,100,2.57,US,1678237761
393,aiquile,-18.2041,-65.1807,287.53,94,100,2.83,BO,1678237875
394,dawei,14.0833,98.2,297.98,52,5,1.4,MM,1678238060
395,sioux lookout,50.1001,-91.917,261.95,93,100,2.31,CA,1678238060
396,nizwa,22.9333,57.5333,292.85,53,0,1.97,OM,1678238061
397,labuhan,-6.8844,112.2051,299.83,80,61,1.75,ID,1678238061
398,lieksa,63.3167,30.0167,249.17,100,100,1.15,FI,1678238062
399,mayo,38.8876,-76.5119,281.45,30,0,7.72,US,1678238062
400,taoudenni,22.6783,-3.9836,298.9,11,0,2.95,ML,1678238063
401,beyneu,45.3167,55.2,272.97,79,5,2.3,KZ,1678238063
402,nekhayevskiy,50.4106,41.7561,274.79,99,100,3.6,RU,1678238064
403,srinagar,34.0833,74.8167,278.66,47,0,1.46,IN,1678238064
404,hailar,49.2,119.7,261.97,92,100,3.89,CN,1678238065
405,la ronge,55.1001,-105.2842,257.61,93,98,3.26,CA,1678238066
406,mineiros,-17.5694,-52.5511,293.97,91,71,0.58,BR,1678238066
407,clarksburg,39.2807,-80.3445,278.4,31,0,4.12,US,1678238066
408,high level,58.5169,-117.136,260.08,93,98,1.47,CA,1678238067
409,saurimo,-9.6608,20.3916,290.84,96,100,2.25,AO,1678238068
410,beloha,-25.1667,45.05,295.51,97,100,4.65,MG,1678238068
411,kamien pomorski,53.9685,14.7726,272.35,61,6,10.96,PL,1678238069
412,aranos,-24.1333,19.1167,291.95,14,37,1.78,,1678238069
413,energeticheskiy,43.4278,77.0222,277.46,65,75,2.0,KZ,1678238070
414,khandyga,62.6667,135.6,254.89,92,75,1.27,RU,1678238070
415,marabba,12.35,32.1833,303.64,18,100,6.92,SD,1678238071
416,homer,59.6425,-151.5483,276.09,65,0,1.54,US,1678238071
417,lamar,33.6668,-95.5836,295.02,94,0,3.09,US,1678237913
418,setermoen,68.861,18.3486,253.21,84,15,3.7,NO,1678238072
419,port augusta,-32.5,137.7667,295.83,44,22,5.4,AU,1678238073
420,sibolga,1.7427,98.7792,299.0,84,22,0.65,ID,1678238073
421,jobat,22.4167,74.5667,294.03,43,0,2.21,IN,1678238073
422,broken hill,-31.95,141.4333,293.63,38,0,4.73,AU,1678238074
423,churachandpur,24.3333,93.6667,286.82,40,100,0.52,IN,1678238074
424,bulawayo,-20.15,28.5833,288.01,78,0,3.58,ZW,1678237994
425,maputo,-25.9653,32.5892,296.05,88,20,2.57,MZ,1678238075
426,northam,51.0333,-4.2167,276.27,90,100,8.06,GB,1678238076
427,worms,49.6356,8.3597,279.26,65,100,4.8,DE,1678238076
428,lac du bonnet,50.2536,-96.0612,263.03,86,100,2.16,CA,1678238076
429,quatre cocos,-20.2078,57.7625,297.09,82,71,6.23,MU,1678238077
430,loukhi,66.0764,33.0381,255.39,100,100,1.65,RU,1678238077
431,durban,-29.8579,31.0292,295.94,92,8,0.45,ZA,1678238078
432,gorodishche,48.8045,44.4744,277.64,75,75,7.0,RU,1678238078
433,lasa,46.6166,10.7002,274.46,92,39,1.72,IT,1678238079
434,bunia,1.5667,30.25,295.06,45,100,1.02,CD,1678238079
435,banikoara,11.2985,2.4386,303.74,12,100,1.48,BJ,1678238079
436,areosa,41.7178,-8.8571,287.17,97,99,7.5,PT,1678238080
437,nizhnyaya omka,55.4338,74.9426,268.23,93,100,6.81,RU,1678238080
438,nishihara,26.1842,127.7558,293.96,70,75,5.14,JP,1678238081
439,corowa,-36.0333,146.3833,289.49,78,100,4.95,AU,1678238081
440,kasongo,-4.45,26.6667,292.61,98,57,0.56,CD,1678238082
441,berdigestyakh,62.0989,126.6992,249.77,100,100,1.72,RU,1678238082
442,sao filipe,14.8961,-24.4956,296.4,75,0,2.97,CV,1678238082
443,zheleznodorozhnyy,55.7503,38.0042,265.02,100,100,0.91,RU,1678238083
444,uyuni,-20.4597,-66.825,290.13,29,100,3.41,BO,1678238083
445,kyabe,9.4515,18.9449,303.41,14,98,0.67,TD,1678238084
446,canutama,-6.5339,-64.3831,296.35,93,100,0.58,BR,1678238084
447,boiro,42.65,-8.9,288.36,90,100,8.64,ES,1678238085
448,copiapo,-27.3667,-70.3333,291.98,70,0,1.91,CL,1678238001
449,arcata,40.8665,-124.0828,280.19,94,90,3.57,US,1678238085
450,rosetta,31.4044,30.4164,286.51,66,3,1.03,EG,1678238086
451,severnyy,50.677,36.5532,274.17,93,100,2.0,RU,1678238086
452,khani,41.9563,42.9566,277.91,73,100,2.45,GE,1678238087
453,thinadhoo,0.5333,72.9333,301.48,71,16,5.53,MV,1678238087
454,hasaki,35.7333,140.8333,288.37,58,0,5.65,JP,1678238087
455,dunedin,-45.8742,170.5036,298.19,43,100,2.3,NZ,1678238088
456,clinton,42.587,-82.9199,275.94,58,20,5.14,US,1678238025
457,nsoko,-27.0333,31.95,293.05,92,35,0.75,SZ,1678238088
458,arman,59.7,150.1667,257.2,83,31,1.87,RU,1678238089
459,cidreira,-30.1811,-50.2056,296.25,89,8,1.51,BR,1678238089
460,smithers,54.7804,-127.1743,266.49,85,100,0.85,CA,1678238090
461,kodinsk,58.6881,99.1844,265.52,97,100,1.85,RU,1678238090
462,mao,39.8885,4.2658,285.46,87,0,2.06,ES,1678238091
463,dakar,14.6937,-17.4441,299.64,68,78,7.81,SN,1678238091
464,sumbe,-11.2061,13.8437,297.21,87,100,2.82,AO,1678238092
465,morropon,-5.1822,-79.9689,297.43,91,100,0.35,PE,1678238092
466,georgetown,5.4112,100.3354,300.11,65,20,1.54,MY,1678238063
467,ritchie,-29.038,24.6028,292.03,75,5,4.63,ZA,1678238093
468,garowe,8.4054,48.4845,292.49,91,6,4.34,SO,1678238093
469,ringkobing,56.0901,8.244,273.8,49,15,5.83,DK,1678238094
470,puerto madero,14.7208,-92.4215,300.26,100,75,0.0,MX,1678238094
471,tura,25.5198,90.2201,292.83,22,100,0.88,IN,1678238094
472,ancud,-41.8697,-73.8203,285.55,78,100,1.4,CL,1678238095
473,concarneau,47.875,-3.9225,285.59,96,100,10.59,FR,1678238095
474,tucumcari,35.1717,-103.725,289.79,51,100,6.74,US,1678238096
475,kayerkan,69.3497,87.7602,240.66,74,100,2.45,RU,1678238096
476,colesberg,-30.72,25.0972,291.06,72,0,6.88,ZA,1678238097
477,betioky,-23.7167,44.3833,295.15,83,100,3.46,MG,1678238097
478,polyarnyy,69.1989,33.4478,254.1,100,94,3.24,RU,1678238098
479,griffith,41.5284,-87.4237,276.54,76,0,6.17,US,1678238098
480,toowoomba,-27.55,151.9667,297.73,68,100,2.24,AU,1678238099
481,agadir,30.4202,-9.5982,289.4,87,6,3.05,MA,1678238099
482,todos santos,23.45,-110.2167,299.84,77,100,3.64,MX,1678238099
483,kaohsiung,22.6163,120.3133,296.5,57,0,2.57,TW,1678238100
484,middle island,40.8843,-72.9373,275.84,59,40,11.32,US,1678238100
485,huicheng,23.0385,116.2899,292.81,67,5,1.41,CN,1678238101
486,gushikawa,26.3544,127.8686,293.92,66,75,5.14,JP,1678238104
487,grimshaw,56.1834,-117.6027,263.0,92,100,3.83,CA,1678238105
488,orel-izumrud,43.4583,39.9244,281.16,61,100,6.0,RU,1678238105
489,leh,34.1667,77.5833,255.29,67,17,1.35,IN,1678238106
490,revelstoke,50.9832,-118.2023,274.31,86,53,0.63,CA,1678238106
491,yemelyanovo,56.1681,92.6767,266.6,79,0,2.0,RU,1678238107
492,isangel,-19.55,169.2667,303.21,66,40,2.57,VU,1678238107
493,mayskiy,47.6931,40.1025,279.82,84,100,4.58,RU,1678238108
494,marsaxlokk,35.8419,14.5431,285.42,87,20,4.12,MT,1678238108
495,westerland,54.9079,8.3033,274.16,75,100,4.12,DE,1678238109
496,dunda,-8.1167,34.25,290.56,93,100,1.53,TZ,1678238110
497,wattegama,6.7989,81.4808,295.85,88,46,2.27,LK,1678238110
498,novo aripuana,-5.1206,-60.3797,296.28,98,100,0.8,BR,1678238111
499,north bend,43.4065,-124.2243,279.74,89,100,4.12,US,1678238111
500,elsterwerda,51.45,13.5333,276.09,98,100,3.73,DE,1678238112
501,huzhou,30.8703,120.0933,291.49,48,100,1.75,CN,1678238112
502,bilibino,68.0546,166.4372,252.67,74,99,1.2,RU,1678238113
503,hami,42.8,93.45,280.38,35,1,1.12,CN,1678238113
504,kaeo,-35.1,173.7833,296.74,48,0,3.44,NZ,1678238114
505,marsabit,2.3284,37.9899,293.49,52,100,5.76,KE,1678238114
506,grand gaube,-20.0064,57.6608,297.25,90,58,1.34,MU,1678238114
507,jacqueville,5.2052,-4.4146,300.1,88,46,5.05,CI,1678237882
508,susangerd,31.5608,48.1831,294.51,60,100,1.57,IR,1678238115
509,general roca,-39.0333,-67.5833,296.27,33,39,3.39,AR,1678238116
510,zalari,53.5584,102.5065,263.28,92,49,1.99,RU,1678238116
511,nha trang,12.25,109.1833,296.15,71,42,2.91,VN,1678238117
512,barcelos,41.5388,-8.6151,288.23,97,100,4.9,PT,1678238117
513,tuatapere,-46.1333,167.6833,296.73,41,0,1.8,NZ,1678238118
514,porto novo,6.4965,2.6036,299.94,82,100,3.52,BJ,1678238118
515,lorengau,-2.0226,147.2712,300.64,78,100,1.96,PG,1678238119
516,riyadh,24.6877,46.7219,294.23,18,86,4.76,SA,1678238120
517,am timan,11.0297,20.2827,302.7,14,86,2.74,TD,1678238120
518,tutoia,-2.7619,-42.2744,300.26,81,14,6.03,BR,1678238121
519,ust-nera,64.5667,143.2,249.66,94,97,1.8,RU,1678238121
520,calbuco,-41.768,-73.1273,285.71,81,100,4.24,CL,1678237883
521,honiara,-9.4333,159.95,302.51,72,100,1.14,SB,1678238122
522,san patricio,28.017,-97.5169,298.25,83,0,6.08,US,1678238122
523,sechura,-5.5569,-80.8222,298.12,84,93,5.12,PE,1678238123
524,qurayyat,31.3318,37.3428,286.7,35,38,0.84,SA,1678238123
525,henties bay,-22.116,14.2845,289.62,87,3,2.94,,1678238124
526,coquimbo,-29.9533,-71.3436,291.0,88,20,3.09,CL,1678237940
527,dubrovka,53.6907,33.5071,264.26,95,100,3.76,RU,1678238124
528,kaduqli,11.0167,29.7167,301.41,26,51,3.72,SD,1678238125
529,oranjestad,12.524,-70.027,299.12,78,20,6.17,AW,1678237885
530,harnai,30.1005,67.9374,290.99,31,0,1.17,PK,1678238126
531,akdepe,42.0551,59.3788,281.1,67,100,4.78,TM,1678238126
532,lesnikovo,55.2822,65.3175,263.76,91,8,4.99,RU,1678238127
533,klamath falls,42.2249,-121.7817,273.07,84,100,3.6,US,1678237883
534,kuusamo,65.9667,29.1833,256.17,92,75,2.57,FI,1678238127
535,necochea,-38.5473,-58.7368,291.99,91,94,4.6,AR,1678238128
536,nianzishan,47.5167,122.8833,271.88,59,30,1.65,CN,1678238128
537,santa isabel do rio negro,-0.4139,-65.0192,296.92,98,100,0.73,BR,1678237879
538,ust-kan,50.9276,84.761,275.61,96,100,4.17,RU,1678238129
539,bam,29.106,58.357,293.18,26,12,4.11,IR,1678238130
540,tumbotino,55.9993,43.0236,266.07,98,97,1.62,RU,1678238130
541,luena,-11.7833,19.9167,290.19,98,100,1.38,AO,1678238130
542,berlevag,70.8578,29.0864,265.15,92,100,10.8,NO,1678238131
543,neryungri,56.6709,124.6491,254.61,93,91,2.42,RU,1678238132
544,plouzane,48.3833,-4.6167,285.25,94,100,10.29,FR,1678238132
545,eureka,40.8021,-124.1637,280.19,93,77,0.89,US,1678238016
546,marshall,34.3834,-86.3333,293.01,32,0,2.06,US,1678238115
547,sananduva,-27.9497,-51.8067,291.75,93,33,1.64,BR,1678238133
548,carauari,-4.8828,-66.8958,296.31,95,96,0.87,BR,1678238133
549,boke,10.9409,-14.2967,294.84,77,100,1.01,GN,1678238134
550,bac lieu,9.285,105.7244,298.82,70,64,6.26,VN,1678238134
551,khasan,42.4308,130.6434,278.8,58,100,7.04,RU,1678238135
552,kannangad,12.3081,75.1063,296.35,49,7,2.7,IN,1678238136
553,petranka,48.9025,24.3035,274.06,82,100,2.14,UA,1678238136
554,alofi,-19.0595,-169.9187,297.91,92,100,3.63,NU,1678238137
555,moerai,-22.4333,-151.3333,301.1,81,100,7.19,PF,1678238137
556,bharatpur,27.2167,77.4833,291.25,32,5,0.93,IN,1678238138
557,coihaique,-45.5752,-72.0662,283.49,81,0,1.03,CL,1678238138
558,skiathos,39.1623,23.4909,284.24,74,9,4.34,GR,1678238139
559,karla,59.3723,24.9275,269.99,87,100,7.72,EE,1678238139
